name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical
syvalion;Syvalion (Japan);1988;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
szaxxon;Super Zaxxon (315-5013);1982;Sega;YES;-;NO;-;zaxxon;YES;NO;NO;-;NO
tacscan;Tac/Scan;1982;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
tactcan2;Tactician (set 2);1981;[Konami] (Sega license);NO;tactcian;YES;tactcian;-;YES;NO;NO;-;NO
tactcian;Tactician (set 1);1982;Konami (Sega license);YES;-;NO;-;-;YES;NO;NO;-;NO
tagteam;Tag Team Wrestling;1983;Technos Japan (Data East license);NO;bigprowr;YES;bigprowr;-;YES;NO;NO;-;NO
tail2nos;Tail to Nose - Great Championship;1989;V-System Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
tailg;Tailgunner;1979;Cinematronics;YES;-;NO;-;tailg;YES;NO;NO;-;NO
tankbatt;Tank Battalion;1980;Namco;YES;-;NO;-;tankbatt;YES;NO;NO;-;NO
tankbust;Tank Busters;1985;Valadon Automation;YES;-;NO;-;-;YES;NO;NO;-;NO
tankfrce;Tank Force (US, 2 Players);1991;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tankfrcj;Tank Force (Japan);1991;Namco;NO;tankfrce;YES;tankfrce;-;YES;NO;NO;-;NO
tantr;Puzzle & Action: Tant-R (Japan);1992;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
tantrbl;Puzzle & Action: Tant-R (Japan) (bootleg set 1);1992;bootleg;NO;tantr;YES;tantr;-;YES;NO;NO;-;NO
tantrbl2;Puzzle & Action: Tant-R (Japan) (bootleg set 2);1994;bootleg;NO;tantr;YES;tantr;-;YES;NO;NO;-;NO
taotaida;Tao Taido (set 2);1993;Video System Co.;NO;taotaido;YES;taotaido;-;YES;NO;NO;-;NO
taotaido;Tao Taido (2 button version);1993;Video System Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
tapper;Tapper (Budweiser, set 1);1983;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
tappera;Tapper (Budweiser, set 2);1983;Bally Midway;NO;tapper;YES;tapper;-;YES;NO;NO;-;NO
targ;Targ;1980;Exidy;YES;-;NO;-;targ;YES;NO;NO;-;NO
targc;Targ (cocktail?);1980;Exidy;NO;targ;YES;targ;targ;YES;NO;NO;-;NO
targeth;Target Hits (ver 1.1, Checksum 5152);1994;Gaelco;YES;-;NO;-;-;YES;NO;NO;-;NO
tattass;Tattoo Assassins (US prototype);1994;Data East Pinball;YES;-;NO;-;-;YES;NO;NO;-;NO
tattassa;Tattoo Assassins (Asia prototype);1994;Data East Pinball;NO;tattass;YES;tattass;-;YES;NO;NO;-;NO
taxidrvr;Taxi Driver;1984;Graphic Techno;YES;-;NO;-;-;YES;NO;NO;-;NO
tazmani2;Tazz-Mania (set 2, alt hardware);1982;Stern Electronics;NO;tazmania;YES;tazmania;-;YES;NO;NO;-;NO
tazmania;Tazz-Mania (set 1);1982;Stern Electronics;YES;-;NO;-;-;YES;NO;NO;-;NO
tbowl;Tecmo Bowl (World);1987;Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO
tbowlj;Tecmo Bowl (Japan);1987;Tecmo;NO;tbowl;YES;tbowl;-;YES;NO;NO;-;NO
tbyahhoo;Twin Bee Yahhoo! (ver JAA);1995;Konami;YES;konamigx;NO;-;-;YES;NO;NO;konamigx;NO
tceptor;Thunder Ceptor;1986;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tceptor2;3-D Thunder Ceptor II;1986;Namco;NO;tceptor;YES;tceptor;-;YES;NO;NO;-;NO
tdfever;TouchDown Fever (US);1987;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
tdfever2;TouchDown Fever 2;1988;SNK;NO;tdfever;YES;tdfever;-;YES;NO;NO;-;NO
tdfeverj;TouchDown Fever (Japan);1987;SNK;NO;tdfever;YES;tdfever;-;YES;NO;NO;-;NO
tdragon;Thunder Dragon (8th Jan. 1992, unprotected);1991;NMK (Tecmo license);YES;-;NO;-;-;YES;NO;NO;-;NO
tdragon2;Thunder Dragon 2 (9th Nov. 1993);1993;NMK;YES;-;NO;-;-;YES;NO;NO;-;NO
tdragonb;Thunder Dragon (bootleg);1991;bootleg;NO;tdragon;YES;tdragon;-;YES;NO;NO;-;NO
teamqb;John Elway's Team Quarterback (set 1);1988;Leland Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
teamqb2;John Elway's Team Quarterback (set 2);1988;Leland Corporation;NO;teamqb;YES;teamqb;-;YES;NO;NO;-;NO
techromn;Tech Romancer (Euro 980914);1998;Capcom;YES;coh3002c;NO;-;-;YES;NO;NO;coh3002c;NO
teddybb;TeddyBoy Blues (315-5115, New Ver.);1985;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
teddybbo;TeddyBoy Blues (315-5115, Old Ver.);1985;Sega;NO;teddybb;YES;teddybb;-;YES;NO;NO;-;NO
teedoff;Tee'd Off (Japan);1986;Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO
tehkanwc;Tehkan World Cup (set 1);1985;Tehkan;YES;-;NO;-;-;YES;NO;NO;-;NO
tekipaki;Teki Paki;1991;Toaplan;YES;-;NO;-;-;YES;NO;NO;-;NO
tekken;Tekken (World, TE2/VER.C);1994;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tekken2;Tekken 2 Ver.B (US, TES3/VER.D);1996;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tekken2a;Tekken 2 (World, TES2/VER.A);1995;Namco;NO;tekken2;YES;tekken2;-;YES;NO;NO;-;NO
tekken2b;Tekken 2 Ver.B (World, TES2/VER.B);1995;Namco;NO;tekken2;YES;tekken2;-;YES;NO;NO;-;NO
tekken3;Tekken 3 (World, TET2/VER.E1);1996;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tekkena;Tekken (TE2/VER.C);1994;Namco;NO;tekken;YES;tekken;-;YES;NO;NO;-;NO
tekkenb;Tekken (World, TE2/VER.B);1994;Namco;NO;tekken;YES;tekken;-;YES;NO;NO;-;NO
tekkentt;Tekken Tag Tournament (TEG3/VER.B);1999;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tempest;Tempest (rev 3, Revised Hardware);1980;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
tempest1;Tempest (rev 1);1980;Atari;NO;tempest;YES;tempest;-;YES;NO;NO;-;NO
tempest2;Tempest (rev 2);1980;Atari;NO;tempest;YES;tempest;-;YES;NO;NO;-;NO
tempest3;Tempest (rev 3);1980;Atari;NO;tempest;YES;tempest;-;YES;NO;NO;-;NO
temptube;Tempest Tubes;1980;hack (Duncan Brown);NO;tempest;YES;tempest;-;YES;NO;NO;-;NO
tengai;Tengai (World);1996;Psikyo;YES;-;NO;-;-;YES;NO;NO;-;NO
teplus2j;Tetris Plus 2 (Japan);1997;Jaleco / The Tetris Company;NO;tetrisp2;YES;tetrisp2;-;YES;NO;NO;-;NO
term2;Terminator 2 - Judgment Day (rev LA4 08/03/92);1991;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
term2la1;Terminator 2 - Judgment Day (rev LA1 11/01/91);1991;Midway;NO;term2;YES;term2;-;YES;NO;NO;-;NO
term2la2;Terminator 2 - Judgment Day (rev LA2 12/09/91);1991;Midway;NO;term2;YES;term2;-;YES;NO;NO;-;NO
terracra;Terra Cresta (YM2203);1985;Nichibutsu;NO;terracre;YES;terracre;-;YES;NO;NO;-;NO
terracrb;Terra Cresta (YM3526 set 2);1985;Nichibutsu;NO;terracre;YES;terracre;-;YES;NO;NO;-;NO
terracre;Terra Cresta (YM3526 set 1);1985;Nichibutsu;YES;-;NO;-;-;YES;NO;NO;-;NO
terraf;Terra Force;1987;Nichibutsu;YES;-;NO;-;-;YES;NO;NO;-;NO
terrafu;Terra Force (US);1987;Nichibutsu USA;NO;terraf;YES;terraf;-;YES;NO;NO;-;NO
tetris;Tetris (set 4, Japan, System 16A) (FD1094 317-0093);1988;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
tetrisbl;Tetris (bootleg);1988;bootleg;NO;tetris;YES;tetris;-;YES;NO;NO;-;NO
tetrisp;Tetris Plus;1995;Jaleco / BPS;YES;-;NO;-;-;YES;NO;NO;-;NO
tetrisp2;Tetris Plus 2 (World);1997;Jaleco / The Tetris Company;YES;-;NO;-;-;YES;NO;NO;-;NO
tetrist;Tetris (Japan, Taito B-System, Nastar Conversion Kit);1988;Sega;NO;tetris;YES;tetris;-;YES;NO;NO;-;NO
tfrceac;Thunder Force AC;1990;Technosoft / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
tfrceacb;Thunder Force AC (bootleg);1990;bootleg;NO;tfrceac;YES;tfrceac;-;YES;NO;NO;-;NO
tfrceacj;Thunder Force AC (Japan);1990;Technosoft / Sega;NO;tfrceac;YES;tfrceac;-;YES;NO;NO;-;NO
tgmj;Tetris The Grand Master (Japan 980710);1998;Arika / Capcom;YES;coh3002c;NO;-;-;YES;NO;NO;coh3002c;NO
tharierj;Task Force Harrier (Japan);1989;UPL;NO;tharrier;YES;tharrier;-;YES;NO;NO;-;NO
tharrier;Task Force Harrier;1989;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
thedeep;The Deep (Japan);1987;Wood Place Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
theend;The End;1980;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
theends;The End (Stern Electronics);1980;Konami (Stern Electronics license);NO;theend;YES;theend;-;YES;NO;NO;-;NO
theglob;The Glob;1983;Epos Corporation;NO;suprglob;YES;suprglob;-;YES;NO;NO;-;NO
theglob2;The Glob (earlier);1983;Epos Corporation;NO;suprglob;YES;suprglob;-;YES;NO;NO;-;NO
theglob3;The Glob (set 3);1983;Epos Corporation;NO;suprglob;YES;suprglob;-;YES;NO;NO;-;NO
theglobp;The Glob (Pac-Man hardware);1983;Epos Corporation;NO;suprglob;YES;suprglob;-;YES;NO;NO;-;NO
thehand;The Hand;1981;T.I.C.;YES;-;NO;-;thehand;YES;NO;NO;-;NO
thehustj;The Hustler (Japan version J);1987;Konami;NO;rackemup;YES;rackemup;-;YES;NO;NO;-;NO
thehustl;The Hustler (Japan, program code M);1987;Konami;NO;rackemup;YES;rackemup;-;YES;NO;NO;-;NO
thepit;The Pit;1982;Zilec Electronics;YES;-;NO;-;-;YES;NO;NO;-;NO
thetogyu;The Togyu (315-5065, Japan);1984;Coreland / Sega;NO;bullfgt;YES;bullfgt;-;YES;NO;NO;-;NO
thief;Thief;1981;Pacific Novelty;YES;-;NO;-;thief;YES;NO;NO;-;NO
thndblst;Thunder Blaster (Japan);1991;Irem;NO;lethalth;YES;lethalth;-;YES;NO;NO;-;NO
thnderxj;Thunder Cross (Japan);1988;Konami;NO;thunderx;YES;thunderx;-;YES;NO;NO;-;NO
thndfoxj;Thunder Fox (Japan);1990;Taito Corporation;NO;thundfox;YES;thundfox;-;YES;NO;NO;-;NO
thndfoxu;Thunder Fox (US);1990;Taito America Corporation;NO;thundfox;YES;thundfox;-;YES;NO;NO;-;NO
thndrbdj;Thunder Blade (Japan);1987;Sega;NO;thndrbld;YES;thndrbld;-;YES;NO;NO;-;NO
thndrbld;Thunder Blade (upright) (FD1094 317-0056);1987;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
thndrx2;Thunder Cross II (World);1991;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
thndrx2a;Thunder Cross II (Asia);1991;Konami;NO;thndrx2;YES;thndrx2;-;YES;NO;NO;-;NO
thndzone;Thunder Zone (World, Rev 1);1991;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
thoop2;TH Strikes Back (Non North America, Version 1.0, Checksum 020E0867);1994;Gaelco;YES;-;NO;-;-;YES;NO;NO;-;NO
thunderj;ThunderJaws (rev 3);1990;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
thunderl;Thunder & Lightning;1990;Seta;YES;-;NO;-;-;YES;NO;NO;-;NO
thunderx;Thunder Cross (set 1);1988;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
thundfox;Thunder Fox (World);1990;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
thunt;Puzzle & Action: Treasure Hunt (JUET 970901 V2.00E);1997;Sega;NO;sandor;YES;sandor;-;YES;NO;NO;stvbios;NO
tickee;Tickee Tickats;1994;Raster Elite;YES;-;NO;-;-;YES;NO;NO;-;NO
tigerh;Tiger Heli (US);1985;Toaplan / Taito America Corp.;YES;-;NO;-;-;YES;NO;NO;-;NO
tigerh2;Tiger Heli (Japan set 1);1985;Taito;NO;tigerh;YES;tigerh;-;YES;NO;NO;-;NO
tigerhb1;Tiger Heli (bootleg set 1);1985;bootleg;NO;tigerh;YES;tigerh;-;YES;NO;NO;-;NO
tigerhb2;Tiger Heli (bootleg set 2);1985;bootleg;NO;tigerh;YES;tigerh;-;YES;NO;NO;-;NO
tigerhj;Tiger Heli (Japan);1985;Toaplan / Taito;NO;tigerh;YES;tigerh;-;YES;NO;NO;-;NO
tigeroad;Tiger Road (US);1987;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
timber;Timber;1984;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
timecris;Time Crisis (Rev. TS2 Ver.B, World);1995;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
timecrsa;Time Crisis (Rev. TS2 Ver.A);1995;Namco;NO;timecris;YES;timecris;-;YES;NO;NO;-;NO
timek131;Time Killers (v1.31);1992;Strata/Incredible Technologies;NO;timekill;YES;timekill;-;YES;NO;NO;-;NO
timekill;Time Killers (v1.32);1992;Strata/Incredible Technologies;YES;-;NO;-;-;YES;NO;NO;-;NO
timelimt;Time Limit;1983;Chuo Co. Ltd;YES;-;NO;-;-;YES;NO;NO;-;NO
timeplt;Time Pilot;1982;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
timepltc;Time Pilot (Centuri);1982;Konami (Centuri license);NO;timeplt;YES;timeplt;-;YES;NO;NO;-;NO
timescan;Time Scanner (set 2, System 16B);1987;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
timesol1;Time Soldiers (US Rev 1);1987;[Alpha Denshi Co.] (SNK/Romstar license);NO;timesold;YES;timesold;-;YES;NO;NO;-;NO
timesold;Time Soldiers (US Rev 3);1987;Alpha Denshi Co. (SNK/Romstar license);YES;-;NO;-;-;YES;NO;NO;-;NO
timetunl;Time Tunnel;1982;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
tinklpit;Tinkle Pit (Japan);1993;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tinstar;The Tin Star (set 1);1983;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
tinv2650;The Invaders;1979?;Zaccaria / Zelco;YES;sia2650;NO;sia2650;-;YES;NO;NO;-;NO
tiptop;Tip Top (3 board stack);1983;Sega;NO;congo;YES;congo;congo;YES;NO;NO;-;NO
titlef;Title Fight (World);1992;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
tkdensho;Toukidenshou - Angel Eyes (VER. 960614);1996;Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO
tkmmpzdm;Tokimeki Memorial Taisen Puzzle-dama (ver JAB);1995;Konami;YES;konamigx;NO;-;-;YES;NO;NO;konamigx;NO
tknight;Tecmo Knight;1989;Tecmo;NO;wildfang;YES;wildfang;-;YES;NO;NO;-;NO
tkoboxng;Vs. T.K.O. Boxing;1987;Namco / Data East USA;YES;-;NO;-;-;YES;NO;NO;-;NO
tmek;T-MEK (v5.1, The Warlords);1994;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
tmekprot;T-MEK (prototype);1994;Atari Games;NO;tmek;YES;tmek;-;YES;NO;NO;-;NO
tmht;Teenage Mutant Hero Turtles (UK 4 Players, version F);1989;Konami;NO;tmnt;YES;tmnt;-;YES;NO;NO;-;NO
tmht2p;Teenage Mutant Hero Turtles (UK 2 Players, version U);1989;Konami;NO;tmnt;YES;tmnt;-;YES;NO;NO;-;NO
tmnt;Teenage Mutant Ninja Turtles (World 4 Players, version X);1989;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
tmnt2;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA);1991;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
tmnt22p;Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver UDA);1991;Konami;NO;tmnt2;YES;tmnt2;-;YES;NO;NO;-;NO
tmnt2a;Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver ADA);1991;Konami;NO;tmnt2;YES;tmnt2;-;YES;NO;NO;-;NO
tmnt2pj;Teenage Mutant Ninja Turtles (Japan 2 Players, version 1);1990;Konami;NO;tmnt;YES;tmnt;-;YES;NO;NO;-;NO
tmnt2po;Teenage Mutant Ninja Turtles (Oceania 2 Players, version ?);1989;Konami;NO;tmnt;YES;tmnt;-;YES;NO;NO;-;NO
tmntj;Teenage Mutant Ninja Turtles (Japan 4 Players, version 2);1990;Konami;NO;tmnt;YES;tmnt;-;YES;NO;NO;-;NO
tmntu;Teenage Mutant Ninja Turtles (US 4 Players, version R);1989;Konami;NO;tmnt;YES;tmnt;-;YES;NO;NO;-;NO
tndrcade;Thundercade / Twin Formation;1987;Seta (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO
tndrcadj;Tokusyu Butai U.A.G. (Japan);1987;[Seta] (Taito license);NO;tndrcade;YES;tndrcade;-;YES;NO;NO;-;NO
tnexspce;The Next Space;1989;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
tnk3;T.N.K III (US);1985;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
tnk3j;T.A.N.K (Japan);1985;SNK;NO;tnk3;YES;tnk3;-;YES;NO;NO;-;NO
tnzs;The NewZealand Story (World, new version) (P0-043A PCB);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
todruaga;The Tower of Druaga (New Ver.);1984;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
todruago;Tower of Druaga (Old Ver.);1984;Namco;NO;todruaga;YES;todruaga;-;YES;NO;NO;-;NO
toffy;Toffy;1993;Midas;YES;-;NO;-;-;YES;NO;NO;-;NO
toggle;Toggle (prototype);1985;Bally/Sente;YES;-;NO;-;-;YES;NO;NO;-;NO
toki;Toki (World, set 1);1989;TAD Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
tokia;Toki (World, set 2);1989;TAD Corporation;NO;toki;YES;toki;-;YES;NO;NO;-;NO
tokib;Toki (Datsu bootleg);1990;bootleg (Datsu);NO;toki;YES;toki;-;YES;NO;NO;-;NO
tokij;JuJu Densetsu (Japan);1989;Tad;NO;toki;YES;toki;-;YES;NO;NO;-;NO
tokio;Tokio / Scramble Formation (newer);1986;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
tokiob;Tokio / Scramble Formation (bootleg);1986;bootleg;NO;tokio;YES;tokio;-;YES;NO;NO;-;NO
tokisens;Toki no Senshi - Chrono Soldier;1987;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
tokiu;Toki (US, set 1);1989;TAD Corporation (Fabtek license);NO;toki;YES;toki;-;YES;NO;NO;-;NO
tokkae;Taisen Tokkae-dama (ver JAA);1996;Konami;YES;konamigx;NO;-;-;YES;NO;NO;konamigx;NO
tomahaw5;Tomahawk 777 (Revision 5);1980;Data East;NO;tomahawk;YES;tomahawk;-;YES;NO;NO;-;NO
tomahawk;Tomahawk 777 (rev 5);1980;Data East;YES;-;NO;-;-;YES;NO;NO;-;NO
tondemo;Tondemo Crisis (Japan);1999;Tecmo;YES;coh1002m;NO;-;-;YES;NO;NO;coh1002m;NO
toobin;Toobin' (rev 3);1988;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
toobin1;Toobin' (rev 1);1988;Atari Games;NO;toobin;YES;toobin;-;YES;NO;NO;-;NO
toobin2;Toobin' (rev 2);1988;Atari Games;NO;toobin;YES;toobin;-;YES;NO;NO;-;NO
toobin2e;Toobin' (Europe, rev 2);1988;Atari Games;NO;toobin;YES;toobin;-;YES;NO;NO;-;NO
toobine;Toobin' (Europe, rev 3);1988;Atari Games;NO;toobin;YES;toobin;-;YES;NO;NO;-;NO
toobing;Toobin' (German, rev 3);1988;Atari Games;NO;toobin;YES;toobin;-;YES;NO;NO;-;NO
topgun;Vs. Top Gun;1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
topgunbl;Top Gunner (bootleg, Rotary Joystick);1986;bootleg;NO;jackal;YES;jackal;-;YES;NO;NO;-;NO
topgunr;Top Gunner (US, 8-way Joystick);1986;Konami;NO;jackal;YES;jackal;-;YES;NO;NO;-;NO
tophuntr;Top Hunter - Roddy & Cathy (NGM-046);1994;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
topland;Top Landing (World);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
topracer;Top Racer (with MB8841 + MB8842, 1984);1984;bootleg;NO;polepos;YES;polepos;polepos;YES;NO;NO;-;NO
topsecex;Top Secret (Exidy) (version 1.0);1986;Exidy;YES;-;NO;-;-;YES;NO;NO;-;NO
topsecrt;Top Secret (Japan, old revision);1987;Capcom;NO;bionicc;YES;bionicc;-;YES;NO;NO;-;NO
topspedu;Top Speed (US);1987;Taito America Corporation (Romstar license);NO;topspeed;YES;topspeed;-;YES;NO;NO;-;NO
topspeed;Top Speed (World);1987;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
toramich;Tora e no Michi (Japan);1987;Capcom;NO;tigeroad;YES;tigeroad;-;YES;NO;NO;-;NO
toratora;Tora Tora (prototype?);1980;Game Plan;YES;-;NO;-;-;YES;NO;NO;-;NO
toride2g;Toride II Adauchi Gaiden;1994;Metro;YES;-;NO;-;-;YES;NO;NO;-;NO
tornbase;Tornado Baseball / Ball Park;1976;Dave Nutting Associates / Midway / Taito;YES;-;NO;-;-;YES;NO;NO;-;NO
toryumon;Toryumon;1994;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
totcarn;Total Carnage (rev LA1 03/10/92);1992;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
totcarnp;Total Carnage (prototype, rev 1.0 01/25/92);1992;Midway;NO;totcarn;YES;totcarn;-;YES;NO;NO;-;NO
touchgo;Touch & Go (World);1995;Gaelco;YES;-;NO;-;-;YES;NO;NO;-;NO
tourtab2;Tournament Table (set 2);1978;Atari;NO;tourtabl;YES;tourtabl;-;YES;NO;NO;-;NO
tourtabl;Tournament Table (set 1);1978;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
toutrun;Turbo Out Run (Out Run upgrade) (FD1094 317-0118);1989;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
toypop;Toypop;1986;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
tp2m32;Tetris Plus 2 (MegaSystem 32 Version);1997;Jaleco;NO;tetrisp2;YES;tetrisp2;-;YES;NO;NO;-;NO
tp84;Time Pilot '84 (set 1);1984;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
tp84a;Time Pilot '84 (set 2);1984;Konami;NO;tp84;YES;tp84;-;YES;NO;NO;-;NO
tpgolf;Top Player's Golf (NGM-003 ~ NGH-003);1990;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
trackflc;Track & Field (Centuri);1983;Konami (Centuri license);NO;trackfld;YES;trackfld;-;YES;NO;NO;-;NO
trackfld;Track & Field;1983;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
trally;Thrash Rally (ALM-003 ~ ALH-003);1991;Alpha Denshi Co.;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
tranqgun;Tranquillizer Gun;1980;Sega;YES;-;NO;-;tranqgun;YES;NO;NO;-;NO
transfrm;Transformer;1986;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
travrusa;Traverse USA / Zippy Race;1983;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
trckydoc;Tricky Doc (set 1);1987;Tecfri;YES;-;NO;-;-;YES;NO;NO;-;NO
treahunt;Treasure Hunt;1982;Hara Industries;NO;jack;YES;jack;-;YES;NO;NO;-;NO
tricktrp;Trick Trap (World?);1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
trigon;Trigon (Japan);1990;Konami;NO;lgtnfght;YES;lgtnfght;-;YES;NO;NO;-;NO
triothep;Trio The Punch - Never Forget Me... (World);1989;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
triplep;Triple Punch (set 1);1982;K.K. International;YES;-;NO;-;-;YES;NO;NO;-;NO
triplfun;Triple Fun;1993;bootleg;NO;oisipuzl;YES;oisipuzl;-;YES;NO;NO;-;NO
triplhnt;Triple Hunt;1977;Atari;YES;-;NO;-;triplhnt;YES;NO;NO;-;NO
tripool;Tri-Pool (Casino Tech);1981;Noma (Casino Tech license);YES;-;NO;-;-;YES;NO;NO;-;NO
tripoola;Tri-Pool (Costal Games);1981;Noma (Costal Games license);NO;tripool;YES;tripool;-;YES;NO;NO;-;NO
trisport;Tri-Sports;1989;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
troangel;Tropical Angel;1983;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
trog;Trog (rev LA5 03/29/91);1990;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
trog3;Trog (rev LA3 02/14/91);1990;Midway;NO;trog;YES;trog;-;YES;NO;NO;-;NO
trogp;Trog (prototype, rev 4.00 07/27/90);1990;Midway;NO;trog;YES;trog;-;YES;NO;NO;-;NO
trogpa6;Trog (prototype, rev PA6-PAC 09/09/90);1990;Midway;NO;trog;YES;trog;-;YES;NO;NO;-;NO
trojan;Trojan (US set 1);1986;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
trojanj;Tatakai no Banka (Japan);1986;Capcom;NO;trojan;YES;trojan;-;YES;NO;NO;-;NO
trojanr;Trojan (Romstar);1986;Capcom (Romstar license);NO;trojan;YES;trojan;-;YES;NO;NO;-;NO
tron;Tron (8/9);1982;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
tron2;Tron (6/25);1982;Bally Midway;NO;tron;YES;tron;-;YES;NO;NO;-;NO
trstar;Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version);1993;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
trstarj;Top Ranking Stars (Ver 2.1J 1993/05/21) (New Version);1993;Taito Corporation;NO;trstar;YES;trstar;-;YES;NO;NO;-;NO
trstaro;Top Ranking Stars (Ver 2.1O 1993/05/21) (Old Version);1993;Taito Corporation Japan;NO;trstar;YES;trstar;-;YES;NO;NO;-;NO
trstaroj;Top Ranking Stars (Ver 2.1J 1993/05/21) (Old Version);1993;Taito Corporation;NO;trstar;YES;trstar;-;YES;NO;NO;-;NO
truxton;Truxton / Tatsujin;1988;Toaplan / Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
truxton2;Truxton II / Tatsujin Oh;1992;Toaplan;YES;-;NO;-;-;YES;NO;NO;-;NO
tryout;Pro Baseball Skill Tryout (Japan);1985;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
ts2;Battle Arena Toshinden 2 (USA 951124);1995;Capcom / Takara;YES;coh1000c;NO;-;-;YES;NO;NO;coh1000c;NO
ts2j;Battle Arena Toshinden 2 (Japan 951124);1995;Capcom / Takara;NO;ts2;YES;ts2;-;YES;NO;NO;coh1000c;NO
